Left_Mean,Left_Median,Left_Mode,Left_Covarience,Left_InterquartileRange,Left_StandardDeviation,Left_Range,Left_Skewness,Left_Kurtosis,Left_ShapeFactor,Left_PeakToPeak,Left_SpectralEntropy,Left_MainFreq,CoP_XMean,CoP_XStd,CoP_XRange,CoP_YMean,CoP_YStd,CoP_YRange,Left_NumberOfPeaks,Left_MeanDistanceBetweenPeaks,Left_MeanAmplitudeOfPeaks,Front_HeelMean,Front_HeelStd,Task,SubID,Dominant_Hand
307.5126910299,336.6,0,38244.3385717342,283.3175,195.561597896249,655.26,-0.272443882028609,2.07872715963125,0.0570254180970427,655.26,0.0788652392812541,1,1.63465671428311,9.12302080670247,29.9318806543727,4.53514169835204,5.64262518707526,16.1762528711843,0,0,0,1.58406130194882,0.465475963565458,Manual Handling,Sub3,R
291.770066445183,276.67,0,21608.2028679956,146.61,146.997288641647,620.73,0.233072342655553,3.34589269430306,0.0585436280424572,620.73,0.0306023338660514,0.666666666666667,-0.563013802559839,6.83461392979297,29.4133486916938,1.15114719271955,2.08280889045831,6.85798851832932,1,0,0,0.973030561371575,0.197628855110859,Manual Handling,Sub3,R
257.092159468439,279.56,0,24106.2217329878,184.145,155.261784522103,632.06,0.129351908740984,2.71766612013042,0.0623671048243593,632.06,0.0281796957537402,1.33333333333333,2.08213058782031,7.34506897589818,29.8532027220722,3.49131521239416,4.95754798116255,14.8742466819442,1,0,0,1.18602179576882,0.492624406209278,Manual Handling,Sub3,R
313.705382059801,328.02,0,26698.5750602702,228.815,163.396986080742,601.43,-0.184689465719171,2.35396117049189,0.0564597583673715,601.43,0.0152783634640164,1.33333333333333,-0.506231413911767,8.39057353791112,30.8727891156463,3.06663657715732,6.83175270397488,17.776326397755,0,0,0,1.37921833495009,0.592594480230286,Manual Handling,Sub3,R
177.840398671096,176.64,0,9910.68697517387,124.1125,99.5524332960971,339,-0.20737766388315,2.14669869879917,0.0749867943938952,339,0.0258936262446444,0.666666666666667,5.29099849398643,5.12152339731855,19.8736129494077,2.46301796943893,3.9251712829593,11.8606069181047,1,0,0,1.07513044146249,0.207647589905252,Manual Handling,Sub3,R
271.051661129568,236.9,0,39797.8640565648,310.6275,199.49402010227,683.62,0.457843896662085,2.11303473668587,0.0607398847320747,683.62,0.0370933598255943,1,0.0486976961140919,10.0803908936706,30.1117028358408,1.58928168353308,1.84565336105763,8.1948024720168,1,0,0,1.05394157459658,0.149915160490594,Manual Handling,Sub3,R
237.960564784053,209.07,0,26247.5483193466,182.105,162.010951232769,643.68,0.497768613138345,2.9627488692554,0.0648257432020373,643.68,NaN,0.333333333333333,1.99487202802608,7.8778085843323,29.8602654176425,1.99601849592757,4.49183880578415,13.6785132666746,2,1.05,601.49,1.05953003722501,0.310487412748268,Manual Handling,Sub3,R
299.957375415282,343.5,0,22708.9762540886,161.55,150.694977534384,616.55,-0.672877820500997,2.89196308762943,0.0577391289086586,616.55,0.0656833172595769,1.33333333333333,0.822700367392826,7.34532790341395,30.1635941931452,6.0657878658092,5.0805321239559,17.8287197231834,1,0,0,1.50570019643004,0.559333147034514,Manual Handling,Sub3,R
353.603289036545,388.62,0,40180.8455588128,313.0825,200.451604031529,654.16,-0.381253293235141,2.07204766023248,0.0531792064018546,654.16,0.0664833152623657,1,-1.56264020156408,9.54283123383979,30.5115573945923,3.6708774149301,5.7006571124735,15.838891865651,1,0,0,1.32146752233428,0.590421995076498,Manual Handling,Sub3,R
314.637607973422,262.4,0,32142.7619955925,273.48,179.284026046919,617.4,0.0814475443463037,2.19902637740236,0.0563760552553801,617.4,0.0428428901933247,0.666666666666667,-3.00748239942297,9.28746456374529,30.5361067503925,-0.658186326661566,3.38709515032531,17.2886728638202,0,0,0,0.905685435016039,0.270504018728294,Manual Handling,Sub3,R
287.033521594684,280.83,89.76,10122.4906642237,159.75,100.610589225109,379.76,-0.269672222116722,1.92703285718237,0.0590246866695883,379.76,0.00746615926901863,0.333333333333333,0.14524966042005,2.22702112219901,14.9391607502877,4.10408626276246,6.5356074566904,18.325487384815,1,0,0,1.53585858413744,0.583073621415362,Manual Handling,Sub3,R
210.302292358804,164.14,0,32350.9153743942,186.5125,179.863602138938,650.75,0.913822464632501,3.01153878155011,0.0689569424566158,650.75,0.0587344909089328,1,3.79281821817765,9.09246128275421,30.2912845726071,3.29678927471724,4.75754772132359,15.9054800541212,2,1.12,556.285,1.13625453971971,0.322780532819787,Manual Handling,Sub3,R
268.284252491694,261.52,0,34619.9885325227,230.7175,186.064474127983,651.56,0.50008909859954,2.38440760421703,0.0610523533641064,651.56,0.0456252550685832,1,0.193399202761008,9.42161931822731,30.5039472061182,-0.904295162684778,3.39616275008354,11.6242302551523,1,0,0,0.877755384096533,0.195977223405879,Manual Handling,Sub3,R
270.790631229236,264.48,0,25720.5411059336,195.055,160.376248571706,597.84,-0.308097342206896,2.28425582583644,0.060769152929,597.84,0.0868381513989355,0.666666666666667,-1.11054117897094,9.02803531126883,30.3435686653772,-0.0177172741582939,3.40543675391164,11.9724098953604,0,0,0,0.980350856123584,0.282232623723919,Manual Handling,Sub3,R
213.851129568106,231,0,19543.4364527198,243.975,139.797841373606,486.85,-0.148066503823353,1.92097304271552,0.0683823821553788,486.85,0.0215068193119923,1,2.67420240522252,8.15237513537631,30.0583609797417,1.98465305511236,3.2496346088846,12.0439999095207,2,2.01,542.345,1.14509950534127,0.270306994956829,Manual Handling,Sub3,R
