Left_Mean,Left_Median,Left_Mode,Left_Covarience,Left_InterquartileRange,Left_StandardDeviation,Left_Range,Left_Skewness,Left_Kurtosis,Left_ShapeFactor,Left_PeakToPeak,Left_SpectralEntropy,Left_MainFreq,CoP_XMean,CoP_XStd,CoP_XRange,CoP_YMean,CoP_YStd,CoP_YRange,Left_NumberOfPeaks,Left_MeanDistanceBetweenPeaks,Left_MeanAmplitudeOfPeaks,Front_HeelMean,Front_HeelStd,Task,SubID,Dominant_Hand
292.926144879267,302.08,0,28019.6134395423,186.4425,167.390601407434,655.26,-0.0448002099133192,2.49937809199435,0.0584279880807575,655.26,0.0430228109270823,1.16666666666667,0.647755913693244,8.04202983913139,30.8727891156463,3.06788718771193,5.32012782895243,17.776326397755,2,4.24,643.66,1.28155162077219,0.513255203805201,Manual Handling,Sub3,R
247.055362198168,234.35,0,26660.8420130562,203.86,163.281480924985,683.62,0.392337529815529,2.72492424366409,0.0636213467019101,683.62,0.0424181485940291,0.25,2.02082073417776,8.04924862529613,30.7112688038594,3.02513124183861,4.4015615793083,17.8287197231834,5,2.665,620.916,1.17370777956703,0.394510708206375,Manual Handling,Sub3,R
291.202814321399,264.55,0,31444.737366573,239.325,177.326640318292,654.16,0.177678513225943,2.24618153042934,0.0586006206932351,654.16,0.0355821759953037,0.833333333333333,-0.153842344436232,8.52583033459132,30.6984732824427,2.58991684448656,5.55744400571598,19.2064501395585,4,2.81333333333333,596.0325,1.22345289590128,0.519312418056926,Manual Handling,Sub3,R
251.719708576187,255.84,0,24972.701105165,212.1,158.027532744029,651.56,0.183170928143384,2.66023538508215,0.063029141221667,651.56,0.046426965499652,0.5,0.76450038238916,8.55829132733214,30.6948424068768,1.19474534618429,4.77029900821225,18.456626468419,4,2.61333333333333,593.1625,1.08487084396923,0.376409032484683,Manual Handling,Sub3,R
310.772797668609,328.86,338.52,6937.85850366653,79.985,83.2938083153035,421.58,-1.51076277210647,5.56194417730308,0.0567255220300453,421.58,0.00911685970490185,-2.39207444108549,4.86902865479594,24.3286930014104,-1.99578579782707,1.13351277490434,5.72677272718647,0.416666666666667,0,0,0,0.818996446393112,0.076891012874319,Pick & Place,Sub3,R
307.661698584513,301.56,311.46,4339.55922477907,88.54,65.8753309272832,281.52,0.228973107937317,2.44320925443508,0.057011607071428,281.52,0.00520597564378266,-2.96932731463175,4.12885316789713,17.624659815896,-2.72045566966091,1.16925134462507,5.72655730536525,0.416666666666667,1,0,0,0.748287467671144,0.058020137437833,Pick & Place,Sub3,R
342.614071606994,361,381.48,3475.73394882487,90.485,58.9553555567675,237.75,-0.613562442576553,2.34744481163222,0.0540253267209576,237.75,0.0043600697838686,-5.82379376610904,3.92643094340705,15.4652767227646,-2.14693119173628,1.2706649404506,6.00993115595626,0.416666666666667,0,0,0,0.756946799851373,0.071876974155151,Pick & Place,Sub3,R
330.439567027477,361,368.28,6921.86651247905,128.62,83.1977554533717,325.06,-0.621075470859959,2.26038731596619,0.0550115621627967,325.06,0.00508629882294532,-5.34711351314832,5.41073308791784,20.4993437395149,-2.35656958181282,1.18458601249898,4.94321521912231,0.25,1,0,0,0.773879009464658,0.0860377281478313,Pick & Place,Sub3,R
317.821273938385,367.77,0,26697.2280421257,279.13,163.392864110174,546.15,-0.45698487282503,1.87197155666751,0.0560929806396144,546.15,0.0151746517711805,-3.21628014351716,9.39026343980612,30.463084934722,-1.34531687969364,2.3136823413567,10.1724128078979,0.25,3,3.375,509.18,0.872766852018267,0.177774075369826,Assembly,Sub3,R
261.212972522897,263.9,37.5,17538.3419632401,250.6075,132.432405261099,429.8,-0.250270418777218,1.62657147040758,0.0618732073501257,429.8,0.00890101100348171,-1.39671792500602,8.31589379096052,26.0495537792863,-1.27117388563353,1.53689215464016,7.66470468740385,0.25,3,3.855,429.596666666667,0.832574731866482,0.110425008166795,Assembly,Sub3,R
251.958184845962,289.14,19.98,21574.6222328691,279.175,146.883022275786,435,-0.368838434961717,1.58118042515602,0.0629993058883823,435,0.0137080908299977,-2.28727507535736,10.0825386104096,29.6819840302581,-1.21475585593571,2.4363352011395,10.4468359978477,0.416666666666667,3,3.435,428.166666666667,0.869583152641749,0.153039293628732,Assembly,Sub3,R
222.624379683597,234.36,32.4,16100.5542439691,247.1,126.887959412897,417.41,-0.129637686586439,1.71285671678059,0.0670214221162717,417.41,0.0100615766162262,-0.715603243601519,8.98381721101285,27.9811590196526,-1.11573598628485,1.98711833862197,9.31778255164891,0.333333333333333,3,4.435,411.116666666667,0.909305995946319,0.103602988926852,Assembly,Sub3,R
279.793347210658,342.78,0,62705.0562359535,508.02,250.409776638121,683.76,-0.00360179342551784,1.22466504184876,0.059783496014188,683.76,0.0507571290167766,0.0673951735993854,13.4657120051431,30.8231725362533,0.785024664827197,4.77795403856898,17.6686910634437,0.75,6,1.586,636.096666666667,1.06105346013365,0.553181489606238,Walking,Sub3,R
298.935936719401,426.42,2.5,66520.3349611427,518.33,257.915363949383,707.4,-0.0812224573610867,1.22387512108434,0.0578376896358098,707.4,0.054799979286058,-0.488098588185426,13.4225139895671,30.7526474797265,1.49413033846963,4.90010860684552,17.5811871858,0.75,8,1.38571428571429,667.47375,1.11197368116044,0.58965580502786,Walking,Sub3,R
281.017402164863,306.6,2.5,64125.3773864123,517.9825,253.229890388975,712.89,0.0327616475250967,1.23676220853416,0.0596531515134784,712.89,0.0457983020876102,0.33420871648695,13.2655520359857,30.754433006731,1.31615827356586,4.35580441928503,16.2726266811034,0.75,7,1.56,663.967142857143,1.13174835721986,0.560991296928399,Walking,Sub3,R
306.870324729392,425.04,2.5,62522.7380428111,526.375,250.045471950226,661.64,-0.174978958361907,1.22899617814741,0.0570850720519523,661.64,0.0464622963903297,-1.02077182426284,13.1593190049994,30.7808417997097,1.40278688016308,4.73857018131362,16.8208706132429,0.75,8,1.39428571428572,632.4425,1.09769664092501,0.541052262017844,Walking,Sub3,R
282.334071606994,284.16,286.65,124.215162491535,10.06,11.1451856194294,92.96,-2.19134221236945,10.9841954137508,0.05951389225295,92.96,0.0043125820811455,-0.157007474315366,0.605891214267946,4.84170450644087,-2.28548812875954,0.75841160242774,3.09038412159838,0.166666666666667,0,0,0,0.825138294174274,0.0442769797696169,Standing,Sub3,R
284.518576186511,282.1,279.3,59.6895962210658,10.31,7.72590423323159,40.25,0.945064097786326,3.51287309405013,0.0592849812231526,40.25,0.00430210273278249,-0.339625087490598,0.456178457908674,2.24339511744746,-3.65848736904375,0.603121716275048,2.52067186814063,0.0833333333333333,0,0,0,0.780844138411202,0.00858889239629301,Standing,Sub3,R
310.443114071607,309.32,309.32,42.5742567944768,9.69999999999999,6.52489515582258,30.26,0.290212091142171,2.28373043875629,0.0567556346509987,30.26,0.00434378267419312,-1.80224804604385,0.353737560949104,1.53243278400154,-2.65779349405178,0.384693529980599,1.77946665802477,0.0833333333333333,0,0,0,0.770315729940547,0.0206015090539782,Standing,Sub3,R
305.467835137385,304.5,304.5,38.5634446427977,7.44,6.20994723349544,34.64,0.0292028112853585,3.379719962357,0.0572159688676239,34.64,0.00433145493050395,-1.49348985875115,0.341247631771181,1.93063339849114,-2.6875198843823,0.689548233819402,3.12633040222145,0.166666666666667,0,0,0,0.803196320082362,0.0212914538690192,Standing,Sub3,R
